"","label","pval","fdr","signature","geneset","overlap","background","hits","generatio"
"REACTOME_SIGNALING_BY_NTRKS"," Signaling by ntrks",7.2e-06,6.9e-05,3333,120,31,29522,"AP2A1,CLTA,DNAL4,DNM2,EGR1,ELK1,EP300,F3,FOS,FOSB,FOSL1,FRS2,FURIN,MAP2K1,MAP2K2,MAP2K5,MAPK1,MAPK14,MEF2A,MEF2D,NAB1,NAB2,NRAS,PIK3CB,PPP2CB,PPP2R1A,PTPRS,RAP1A,RPS6KA3,SHC1,SRF",0.258333333333333
"REACTOME_DNA_REPLICATION"," Dna replication",7.3e-06,6.9e-05,3333,173,40,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCNA2,CDC23,DBF4,E2F1,GMNN,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KPNB1,MCM2,MCM7,ORC6,PCNA,POLD1,POLD2,POLE,POLE3,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,SEM1,SKP2,UBE2S",0.23121387283237
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES"," Resolution of abasic sites ap sites",7.3e-06,6.9e-05,3333,38,15,29522,"APEX1,LIG3,MUTYH,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,RFC1,RFC3,RFC4,RPA2,RPA3,TDG",0.394736842105263
"REACTOME_APOPTOSIS"," Apoptosis",7.4e-06,6.9e-05,3333,167,39,29522,"ACIN1,ADD1,AKT2,APAF1,APIP,BMF,C1QBP,CASP9,CTNNB1,CYCS,DBNL,DFFA,DSG2,E2F1,FAS,FNTA,HMGB2,KPNB1,MAPK1,PLEC,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTK2,SEM1,SFN,STK26,TLR4,TNFRSF10B,TP53,TRAF2,UACA,UNC5B,YWHAG",0.233532934131737
"REACTOME_GLUCOSE_METABOLISM"," Glucose metabolism",7.8e-06,7.3e-05,3333,82,24,29522,"AAAS,ALDOA,GAPDH,GNPDA1,GOT1,HK2,NUP188,NUP214,NUP50,NUP54,NUP98,PC,PFKFB2,PGAM1,PGP,POM121,POM121C,PPP2CB,PPP2R1A,PRKACA,SLC25A1,SLC25A10,SLC25A12,TPI1",0.292682926829268
"REACTOME_SIGNALING_BY_WNT"," Signaling by wnt",8e-06,7.4e-05,3333,281,57,29522,"AGO2,AKT2,AP2A1,ARRB2,BCL9L,CAV1,CCDC88C,CLTA,CREBBP,CTNNB1,DVL1,DVL3,EP300,FZD3,FZD4,FZD6,GNAO1,GNB1,GNG11,GNG12,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KMT2D,LEO1,MEN1,MYC,PFN1,PIP5K1B,PORCN,PPP2CB,PPP2R1A,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SMURF2,TLE2,TLE3,TMED5,TNKS2,TNRC6A,TNRC6C,TRRAP,VPS26A,VPS29,WLS,WNT5A,XPO1",0.202846975088968
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"," Assembly of collagen fibrils and other multimeric structures",8.1e-06,7.4e-05,3333,52,18,29522,"COL1A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,CTSL,CTSS,CTSV,DST,ITGB4,LOX,PLEC,PXDN",0.346153846153846
"REACTOME_RHOJ_GTPASE_CYCLE"," Rhoj gtpase cycle",8.1e-06,7.4e-05,3333,52,18,29522,"ARHGAP1,ARHGAP35,ARHGAP5,ARHGEF7,CAV1,CDC42BPB,CDC42EP1,DEPDC1B,GIT1,RAB7A,SLC1A5,SLC4A7,STOM,TFRC,VAMP3,WAS,WASL,WWP2",0.346153846153846
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES"," Toll like receptor cascades",8.2e-06,7.5e-05,3333,138,34,29522,"BIRC3,CHUK,CTSL,CTSS,CTSV,DNM2,ECSIT,ELK1,FBXW11,FOS,HSP90B1,IRAK1,LGMN,MAP2K1,MAP2K7,MAP3K1,MAPK1,MAPK14,MEF2A,NFKB1,NFKBIB,NKIRAS1,PIK3C3,PPP2CB,PPP2R1A,PTPN4,RELA,RPS6KA3,SARM1,SIGIRR,TAB3,TANK,TBK1,TLR4",0.246376811594203
"REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS"," Trna processing in the nucleus",8.6e-06,7.8e-05,3333,57,19,29522,"AAAS,CPSF4,CSTF2,DDX1,ELAC2,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,POP7,RAN,RPP25,RPP38,TRNT1,TSEN15,ZBTB8OS",0.333333333333333
"REACTOME_INTRAFLAGELLAR_TRANSPORT"," Intraflagellar transport",1e-05,9.1e-05,3333,48,17,29522,"DYNC2LI1,HSPB11,IFT140,IFT20,IFT27,IFT43,IFT46,IFT80,KIF3B,TRAF3IP1,TTC21B,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.354166666666667
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES"," Tp53 regulates transcription of cell cycle genes",1e-05,9.1e-05,3333,48,17,29522,"AURKA,CARM1,CCNA2,CCNB1,CDK1,CDKN1B,CNOT8,CNOT9,E2F1,E2F7,EP300,PCNA,PRMT1,RBL2,SFN,TP53,ZNF385A",0.354166666666667
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS"," Cellular response to heat stress",1e-05,9.2e-05,3333,94,26,29522,"AAAS,AKT1S1,ATR,BAG3,CAMK2D,CCAR2,CREBBP,EP300,HDAC6,HSPA8,HSPB8,HSPH1,MAPK1,MLST8,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,RPA2,RPA3,RPTOR,ST13,VCP",0.276595744680851
"REACTOME_COLLAGEN_FORMATION"," Collagen formation",1e-05,9.2e-05,3333,78,23,29522,"COL1A1,COL25A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,CTSL,CTSS,CTSV,DST,ITGB4,LOX,P4HA1,P4HA2,PCOLCE2,PLEC,PLOD2,PXDN",0.294871794871795
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"," Host interactions of hiv factors",1e-05,9.2e-05,3333,122,31,29522,"AAAS,AP1B1,AP1M1,AP1S1,AP1S2,AP2A1,ATP6V1H,ELOC,HLA-A,KPNB1,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,PSIP1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RAN,RANGAP1,RBX1,SEM1,XPO1",0.254098360655738
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE"," Pyruvate metabolism and citric acid tca cycle",1.1e-05,9.6e-05,3333,53,18,29522,"DLD,GLO1,GSTZ1,IDH3A,LDHA,LDHB,NNT,OGDH,PDHX,PDP1,PDP2,PDPR,PPARD,SDHD,SUCLA2,SUCLG1,SUCLG2,VDAC1",0.339622641509434
"REACTOME_RHOQ_GTPASE_CYCLE"," Rhoq gtpase cycle",1.1e-05,1e-04,3333,58,19,29522,"ARHGAP1,ARHGAP35,ARHGAP5,ARHGEF7,CAV1,CDC42BPB,CDC42EP1,CDC42EP4,DEPDC1B,GIT1,RAB7A,RHOQ,SLC1A5,SLC4A7,STOM,TFRC,VAMP3,WASL,WWP2",0.327586206896552
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH"," Translesion synthesis by polh",1.2e-05,1e-04,3333,19,10,29522,"NPLOC4,PCNA,RCHY1,RFC1,RFC3,RFC4,RPA2,RPA3,SPRTN,VCP",0.526315789473684
"REACTOME_PROTEIN_FOLDING"," Protein folding",1.2e-05,0.00011,3333,84,24,29522,"ARL2,CCT3,CCT7,CCT8,FBXW9,FKBP9,GNA11,GNB1,GNG11,GNG12,KIFC3,PDCL,PFDN2,PFDN4,PFDN5,RGS7,TP53,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,WRAP53",0.285714285714286
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS"," Activation of nmda receptors and postsynaptic events",1.4e-05,0.00012,3333,74,22,29522,"ARHGEF7,CAMK2D,DLG2,GIT1,GRIN2D,KPNA2,MAPK1,NRAS,PDPK1,PRKAA1,PRKACA,PRKAG1,PRKAR1A,PRKAR1B,PRKX,RPS6KA3,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.297297297297297
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK"," Energy dependent regulation of mtor by lkb1 ampk",1.4e-05,0.00012,3333,27,12,29522,"CAB39,LAMTOR3,LAMTOR5,MLST8,PRKAA1,PRKAG1,RHEB,RPTOR,RRAGB,SLC38A9,STRADB,TSC2",0.444444444444444
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING"," Estrogen dependent nuclear events downstream of esr membrane signaling",1.4e-05,0.00012,3333,23,11,29522,"AKT2,CCND1,CDKN1B,ELK1,EPGN,FOS,MAPK1,PTK2,SRF,UHMK1,XPO1",0.478260869565217
"REACTOME_HCMV_EARLY_EVENTS"," Hcmv early events",1.4e-05,0.00012,3333,118,30,29522,"AAAS,CBX1,DYNC1LI2,EED,ELK1,H2AC21,H2AC6,H2BC12,H2BC13,ITGB1,NCOR1,NCOR2,NFKB1,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,SUZ12,TBL1X,TBL1XR1,TRIM28,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.254237288135593
"REACTOME_MTORC1_MEDIATED_SIGNALLING"," Mtorc1 mediated signalling",1.4e-05,0.00012,3333,23,11,29522,"AKT1S1,EIF4E,EIF4G1,LAMTOR3,LAMTOR5,MLST8,RHEB,RPS6,RPTOR,RRAGB,SLC38A9",0.478260869565217
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION"," Regulation of tp53 activity through phosphorylation",1.4e-05,0.00012,3333,90,25,29522,"ATR,ATRIP,AURKA,CCNA2,DYRK2,MAPK14,MRE11,NBN,PRKAA1,PRKAG1,RAD50,RAD9A,RFC3,RFC4,RMI2,RPA2,RPA3,SSRP1,TAF10,TAF13,TAF3,TAF5,TAF6,TP53,TP53RK",0.277777777777778
"REACTOME_INTRA_GOLGI_TRAFFIC"," Intra golgi traffic",1.5e-05,0.00012,3333,40,15,29522,"BET1L,COG7,COG8,CUX1,GOSR2,MAN1A1,MAN1A2,NAPB,NAPG,RAB30,RGP1,RIC1,SNAP29,STX5,STX6",0.375
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION"," Rna polymerase ii transcription termination",1.5e-05,0.00012,3333,64,20,29522,"CASC3,CDC40,CPSF4,CPSF7,CSTF2,CSTF3,DDX39A,FYTTD1,LSM10,LSM11,MAGOH,NCBP2,POLDIP3,SNRPB,SNRPE,SNRPF,SRSF9,SYMPK,THOC7,U2AF2",0.3125
"REACTOME_RND1_GTPASE_CYCLE"," Rnd1 gtpase cycle",1.5e-05,0.00012,3333,40,15,29522,"ARHGAP35,ARHGAP5,CAV1,DEPDC1B,DST,FAM135A,FAM83B,FLOT2,FRS2,PLEKHG5,PLXNA1,RRAS2,TFRC,TMEM59,WDR6",0.375
"REACTOME_PROTEIN_LOCALIZATION"," Protein localization",1.6e-05,0.00013,3333,154,36,29522,"ABCD1,ACBD5,ATP5F1B,ATP5MC1,BAG6,BCS1L,CAMLG,CHCHD5,CHCHD7,COA4,COA6,COX17,COX19,ECH1,FIS1,GET3,MPV17,PEX12,PEX16,PEX19,PEX2,PHYH,PMPCB,SCP2,SEC61G,SGTA,SLC25A12,SLC25A17,STX5,TAFAZZIN,TIMM17A,TIMM17B,TIMM44,TIMM50,TYSND1,VDAC1",0.233766233766234
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE"," Synthesis of pips at the golgi membrane",1.6e-05,0.00013,3333,16,9,29522,"ARF3,FIG4,PI4K2B,PI4KA,PI4KB,PIK3C2A,PIK3C3,SACM1L,VAC14",0.5625
"REACTOME_TELOMERE_MAINTENANCE"," Telomere maintenance",1.7e-05,0.00014,3333,102,27,29522,"ACD,ANKRD28,CCNA2,CHTF18,DSCC1,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,PCNA,POLD1,POLD2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PPP6C,RFC1,RFC3,RFC4,RPA2,RPA3,STN1,TERF2IP,WRAP53",0.264705882352941
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE"," Synthesis of pips at the er membrane",1.8e-05,0.00015,3333,5,5,29522,"MTMR2,PI4K2B,PI4KA,SACM1L,SBF1",1
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES"," Transmission across chemical synapses",1.8e-05,0.00015,3333,198,43,29522,"AP2A1,ARHGEF7,ARL6IP5,BCHE,CAMK2D,CHRNA5,COMT,DLG2,GIT1,GLRB,GLS,GNAI1,GNAL,GNB1,GNG11,GNG12,GRIK5,GRIN2D,HSPA8,KCNJ2,KPNA2,MAPK1,NRAS,PDPK1,PICK1,PRKAA1,PRKACA,PRKAG1,PRKAR1A,PRKAR1B,PRKX,RIMS1,RPS6KA3,SLC1A1,SLC38A2,SNAP25,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,UNC13B",0.217171717171717
"REACTOME_COLLAGEN_DEGRADATION"," Collagen degradation",1.9e-05,0.00015,3333,50,17,29522,"ADAM10,ADAM17,ADAM9,COL1A1,COL25A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,CTSL,FURIN,MMP15",0.34
"REACTOME_KINESINS"," Kinesins",1.9e-05,0.00015,3333,50,17,29522,"CENPE,KIF18B,KIF20A,KIF20B,KIF23,KIF26A,KIF2A,KIF2C,KIF3B,KIFC2,KLC2,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.34
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION"," Foxo mediated transcription",2e-05,0.00015,3333,55,18,29522,"AKT2,ATXN3,CAV1,CCNG2,CDKN1B,CREBBP,DDIT3,EP300,KAT2B,NFYA,NFYB,PPARGC1A,RBL2,SFN,SREBF1,TXN,TXNIP,YWHAG",0.327272727272727
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION"," Nuclear events kinase and transcription factor activation",2e-05,0.00015,3333,55,18,29522,"DNM2,EGR1,ELK1,EP300,F3,FOS,FOSB,FOSL1,MAPK1,MAPK14,MEF2A,MEF2D,NAB1,NAB2,PPP2CB,PPP2R1A,RPS6KA3,SRF",0.327272727272727
"REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS"," Mitotic telophase cytokinesis",2e-05,0.00016,3333,13,8,29522,"KIF20A,KIF23,MAU2,PLK1,RAD21,SMC1A,SMC3,STAG2",0.615384615384615
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS"," Termination of translesion dna synthesis",2e-05,0.00016,3333,32,13,29522,"PCNA,POLD1,POLD2,POLE,POLE3,REV1,RFC1,RFC3,RFC4,RPA2,RPA3,TRIM25,USP43",0.40625
"REACTOME_DEATH_RECEPTOR_SIGNALLING"," Death receptor signalling",2.1e-05,0.00016,3333,132,32,29522,"ADAM17,APH1B,ARHGEF11,ARHGEF17,ARHGEF39,ARHGEF7,BEX3,BIRC3,CHUK,ECT2,FAS,FGD1,FGD4,IRAK1,MADD,NFKB1,NSMAF,PLEKHG2,PLEKHG5,PRKCI,PSENEN,RELA,RTN4,SMPD2,SQSTM1,TAB3,TNFAIP3,TNFRSF10B,TNFRSF1A,TRAF2,USP21,VAV3",0.242424242424242
"REACTOME_L1CAM_INTERACTIONS"," L1cam interactions",2.2e-05,0.00017,3333,109,28,29522,"ALCAM,ANK3,AP2A1,CD24,CLTA,DNM2,EZR,HSPA8,ITGA5,ITGAV,ITGB1,LAMB1,LYPLA2,MAP2K1,MAP2K2,MAPK1,RANBP9,RDX,RPS6KA3,RPS6KA4,SHTN1,SPTBN2,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.256880733944954
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION"," Bmal1 clock npas2 activates circadian gene expression",2.3e-05,0.00017,3333,24,11,29522,"ARNTL,ARNTL2,BHLHE40,CARM1,CREBBP,MED1,NCOA6,NOCT,NPAS2,TBL1X,TBL1XR1",0.458333333333333
"REACTOME_SULFUR_AMINO_ACID_METABOLISM"," Sulfur amino acid metabolism",2.3e-05,0.00017,3333,24,11,29522,"ADI1,AHCY,APIP,CBS,CSAD,GOT1,MTAP,MTRR,SLC25A10,TST,TXN2",0.458333333333333
"REACTOME_EXTENSION_OF_TELOMERES"," Extension of telomeres",2.5e-05,0.00019,3333,51,17,29522,"ACD,ANKRD28,CCNA2,CHTF18,DSCC1,PCNA,POLD1,POLD2,PPP6C,RFC1,RFC3,RFC4,RPA2,RPA3,STN1,TERF2IP,WRAP53",0.333333333333333
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA"," Hdr through single strand annealing ssa",2.6e-05,0.00019,3333,37,14,29522,"ABL1,ATR,ATRIP,ERCC1,ERCC4,MRE11,NBN,RAD50,RAD9A,RFC3,RFC4,RMI2,RPA2,RPA3",0.378378378378378
"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS"," Rab gefs exchange gtp for gdp on rabs",2.6e-05,0.00019,3333,82,23,29522,"AKT2,DENND1A,DENND1B,DENND4B,HPS4,MADD,RAB12,RAB13,RAB1A,RAB1B,RAB27A,RAB35,RAB5C,RAB6A,RAB7A,RAB8B,RAB9A,RGP1,RIC1,SBF1,TRAPPC13,TRAPPC2,TRAPPC2L",0.280487804878049
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS"," Metabolism of water soluble vitamins and cofactors",2.6e-05,2e-04,3333,110,28,29522,"ACACA,CYB5R3,FASN,FLAD1,HLCS,LMBRD1,MMAB,MMACHC,MOCOS,MTHFR,MTRR,NADK,NADK2,NAXE,NT5E,PANK1,PANK2,PARP4,PARP6,PC,PNPO,RFK,SLC19A1,SLC23A2,SLC25A32,SLC2A1,SLC2A3,SLC46A1",0.254545454545455
"REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES"," Rna polymerase ii transcribes snrna genes",2.8e-05,0.00021,3333,77,22,29522,"CCNK,GTF2A2,GTF2F2,INTS1,INTS3,INTS5,INTS9,NABP2,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,RPRD2,SNAPC4,SNAPC5,SSU72,SUPT5H,TAF13,TAF5,TAF6",0.285714285714286
"REACTOME_G2_M_CHECKPOINTS"," G2 m checkpoints",2.9e-05,0.00021,3333,158,36,29522,"ATR,ATRIP,CCNB1,CCNB2,CDK1,DBF4,GTSE1,H2BC12,H2BC13,MCM2,MCM7,MDC1,MRE11,NBN,ORC6,PKMYT1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RAD50,RAD9A,RFC3,RFC4,RMI2,RPA2,RPA3,SEM1,SFN,SUMO1,TP53,YWHAG",0.227848101265823
"REACTOME_SIGNALING_BY_HEDGEHOG"," Signaling by hedgehog",2.9e-05,0.00022,3333,134,32,29522,"ADAM17,ARRB2,DERL2,ERLEC1,EVC,IFT140,IQCE,PRKACA,PRKAR1A,PRKAR1B,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTCH2,RBX1,SEM1,SMURF2,SUFU,TTC21B,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,TULP3,VCP",0.238805970149254
"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"," The role of gtse1 in g2 m progression after g2 checkpoint",3e-05,0.00022,3333,72,21,29522,"CCNB1,CCNB2,CDK1,GTSE1,PLK1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,TP53,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.291666666666667
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER"," Global genome nucleotide excision repair gg ner",3.2e-05,0.00023,3333,83,23,29522,"COPS7A,DDB1,ERCC1,ERCC4,GPS1,LIG3,MCRS1,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,RAD23B,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,SUMO1,USP45,XPA",0.27710843373494
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING"," Cooperation of prefoldin and tric cct in actin and tubulin folding",3.4e-05,0.00025,3333,29,12,29522,"CCT3,CCT7,CCT8,PFDN2,PFDN4,PFDN5,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.413793103448276
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER"," Gap filling dna repair synthesis and ligation in gg ner",3.7e-05,0.00027,3333,25,11,29522,"LIG3,PCNA,POLD1,POLD2,POLE,POLE3,RFC1,RFC3,RFC4,RPA2,RPA3",0.44
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE"," Mrna decay by 5 to 3 exoribonuclease",4.2e-05,3e-04,3333,14,8,29522,"DCP1A,DCP2,EDC3,EDC4,LSM3,LSM4,LSM5,LSM6",0.571428571428571
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT"," Slc mediated transmembrane transport",4.2e-05,3e-04,3333,192,41,29522,"ARL2,FGF21,SLC16A2,SLC17A5,SLC1A1,SLC1A5,SLC20A1,SLC20A2,SLC22A15,SLC22A3,SLC25A10,SLC26A2,SLC26A9,SLC27A4,SLC2A1,SLC2A3,SLC30A6,SLC30A7,SLC31A1,SLC35A3,SLC35B2,SLC35B3,SLC35D2,SLC38A2,SLC39A3,SLC39A6,SLC39A8,SLC3A2,SLC41A1,SLC41A2,SLC44A1,SLC4A2,SLC4A7,SLC50A1,SLC7A1,SLC7A11,SLC7A5,SLC9A1,SLC9A3,SLC9A7,SLCO1B3",0.213541666666667
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS"," Telomere c strand lagging strand synthesis",4.4e-05,0.00032,3333,34,13,29522,"ACD,CHTF18,DSCC1,PCNA,POLD1,POLD2,RFC1,RFC3,RFC4,RPA2,RPA3,STN1,TERF2IP",0.382352941176471
"REACTOME_PI_METABOLISM"," Pi metabolism",4.7e-05,0.00034,3333,74,21,29522,"ARF3,FIG4,GDPD1,INPP5F,MTMR14,MTMR2,PI4K2B,PI4KA,PI4KB,PIK3C2A,PIK3C2B,PIK3C3,PIK3CB,PIP4K2A,PIP5K1B,PLEKHA1,PLEKHA5,PLEKHA6,SACM1L,SBF1,VAC14",0.283783783783784
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE"," Insulin receptor signalling cascade",5.1e-05,0.00036,3333,39,14,29522,"AKT2,FGF2,FGFR2,FRS2,GRB10,INSR,MAPK1,NRAS,PDPK1,PIK3C3,PIK3CB,SHC1,THEM4,TRIB3",0.358974358974359
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM"," Transport of mature transcript to cytoplasm",5.3e-05,0.00038,3333,80,22,29522,"AAAS,CASC3,CDC40,CPSF4,DDX39A,EIF4E,FYTTD1,GLE1,MAGOH,NCBP2,NUP188,NUP214,NUP50,NUP54,NUP98,POLDIP3,POM121,POM121C,SRSF9,SYMPK,THOC7,U2AF2",0.275
"REACTOME_RORA_ACTIVATES_GENE_EXPRESSION"," Rora activates gene expression",5.5e-05,0.00039,3333,18,9,29522,"CARM1,CPT1A,CREBBP,EP300,MED1,NCOA6,SREBF1,TBL1X,TBL1XR1",0.5
"REACTOME_SIGNALING_BY_FGFR2_IIIA_TM"," Signaling by fgfr2 iiia tm",5.5e-05,0.00039,3333,18,9,29522,"FGF2,FGFR2,GTF2F2,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K",0.5
"REACTOME_RECYCLING_PATHWAY_OF_L1"," Recycling pathway of l1",5.6e-05,0.00039,3333,44,15,29522,"AP2A1,CLTA,DNM2,EZR,MAPK1,RDX,RPS6KA3,RPS6KA4,SHTN1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.340909090909091
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS"," Signaling by tgfb family members",5.6e-05,0.00039,3333,97,25,29522,"AMH,CCNK,CDKN2B,F11R,FST,FURIN,MAPK1,MEN1,MYC,NCOR1,NCOR2,NEDD4L,NOG,PARP1,PMEPA1,PPP1CC,SKI,SMAD5,SMAD6,SMURF2,TGFBR2,UBE2M,UCHL5,XPO1,ZFYVE16",0.257731958762887
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE"," Polymerase switching on the c strand of the telomere",5.7e-05,4e-04,3333,26,11,29522,"ACD,CHTF18,DSCC1,PCNA,POLD1,POLD2,RFC1,RFC3,RFC4,STN1,TERF2IP",0.423076923076923
"REACTOME_RHOF_GTPASE_CYCLE"," Rhof gtpase cycle",7.1e-05,0.00049,3333,40,14,29522,"ADD3,ARHGAP1,ARHGAP39,ARHGAP5,BAIAP2L1,CAV1,DEPDC1B,ESYT1,MYO9B,RAB7A,RHOF,SLC4A7,SOWAHC,VAMP3",0.35
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER"," Cargo concentration in the er",7.5e-05,0.00051,3333,31,12,29522,"CD59,COL7A1,CTSC,F8,GOSR2,LMAN1,LMAN2,PREB,SEC23A,SEC24A,SEC24C,STX5",0.387096774193548
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS"," Golgi associated vesicle biogenesis",7.5e-05,0.00051,3333,55,17,29522,"AP1B1,AP1M1,AP1S1,AP1S2,AP3S1,BLOC1S3,CLTA,DNM2,HSPA8,NECAP1,PIK3C2A,RAB5C,SNX5,SNX9,TFRC,TPD52L1,YIPF6",0.309090909090909
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION"," Neurotransmitter receptors and postsynaptic signal transmission",8.2e-05,0.00056,3333,147,33,29522,"AP2A1,ARHGEF7,CAMK2D,CHRNA5,DLG2,GIT1,GLRB,GNAI1,GNAL,GNB1,GNG11,GNG12,GRIK5,GRIN2D,KCNJ2,KPNA2,MAPK1,NRAS,PDPK1,PICK1,PRKAA1,PRKACA,PRKAG1,PRKAR1A,PRKAR1B,PRKX,RPS6KA3,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.224489795918367
